"@odata.context","@odata.type","appUrl","createdDateTime","dependentAppCount","description","developer","displayName","id","informationUrl","isAssigned","isFeatured","largeIcon","lastModifiedDateTime","notes","owner","privacyInformationUrl","publisher","publishingState","roleScopeTagIds","uploadState","useManagedBrowser"
"https://graph.microsoft.com/Beta/$metadata#deviceAppManagement/mobileApps/$entity","#microsoft.graph.webApp","https://google.com","2020-05-05T20:07:39.6042587Z","0","Google","","Managed Google","6654af3d-6268-4b78-97e4-706bdc84f9c2",,"False","False",,"2020-05-05T20:07:39.6042587Z","","","","Google","published","System.Object[]","1","False"
